OBJECTID,FIPS,PASSENGER,STRACNET,CARTO,Rail_Type,Rail_Type_Description,RROwner,RR_OPERATOR,Subdivision,Division,SIGSYS,Track Rights 1,Track Rights 2,Track Rights 3,Yard Name,Max Weight (lbs),Clearance (TOFC),Clearance (COFC),Clearance (Autorack),Railroad Type,FCC_VGIN,Notes,EDITOR,State Supported Route,Rail_Active_Status,Former_Rail_Type,Shape__Length
7236,51037,No,No,No,Y,Yard,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,322.35383918165
7237,51037,No,No,No,Y,Yard,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,1045.38932922756
7238,51037,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Spur,305.479830504841
7240,51117,No,No,No,I,Major Industrial Lead,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Major Industrial Spur,1126.25317435834
7241,51117,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,204.895145686854
7242,51117,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Spur,89.3284558192719
7243,51117,No,No,Yes,M,Main Line,BB,BB,VIRGINIA SOUTHERN DIVISION,N/A,N/A,N/A,N/A,N/A,N/A,263000,1 RR BRIDGE (SRP),1 RR BRIDGE (SRP),1 RR BRIDGE (SRP),Shortline,B1, ,AB,,,Main Line,17542.2230231481
7246,51023,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1403.95926606606
7249,51023,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,1042.05615284439
7250,51023,No,No,No,S,Passing Siding,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,TDH,,,Passing Siding,1081.8428841982
7251,51023,No,No,No,S,Passing Siding,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,TDH,,,Passing Siding,944.637071516513
7252,51023,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,2481.05570655986
7253,51023,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,1650.08048080446
7254,51023,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,TDH,,,Yard,555.208026079241
7255,51023,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,TDH,,,Yard,516.947697254036
7256,51023,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,TDH,,,Yard,553.54963875064
7257,51023,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,TDH,,,Yard,435.977333641712
7258,51023,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,1743.09350335209
7259,51023,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,812.483323753491
7260,51023,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,372.446689030973
7263,51005,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,CLIFTON FORGE,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,8518.78729162264
7264,51005,No,No,No,S,Passing Siding,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B1, ,AB,,,Passing Siding,3193.76338178365
7267,51143,No,No,Yes,M,Main Line,NS,NS,DANVILLE DISTRICT STOKESLAND TO SPRAY,PIEDMONT DIVISION,MAN,N/A,N/A,N/A,N/A,286000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,2336.80900792792
7268,51001,No,No,No,A,Abandoned,"ANTDC, Canonie Atlantic","ANTDC, Canonie Atlantic",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not-Active,B2, ,AB,,No,Spur,438.319041311645
7269,51001,No,No,No,A,Abandoned,"ANTDC, Canonie Atlantic","ANTDC, Canonie Atlantic",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not-Active,B2, ,TDH,,No,Spur,3025.98056333879
7270,51131,No,No,No,A,Abandoned,"ANTDC, Canonie Atlantic","ANTDC, Canonie Atlantic",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not-Active,B1, ,AB,,No,Main Line,438.23410019929
7271,51810,No,No,No,O,Lead,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Lead,44.723309097707
7272,51810,No,No,No,O,Lead,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Lead,73.1644186294346
7273,51810,No,No,No,O,Lead,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Lead,81.8264144593336
7274,51810,No,No,No,O,Lead,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Lead,39.9270976493296
7275,51810,No,No,No,O,Switch,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Switch,125.362172800918
7276,51810,No,No,No,O,Lead,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Lead,1485.17317049302
7277,51029,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Spur,2336.59436595105
7278,51065,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,404.017156388109
7279,51029,No,No,Yes,M,Main Line,BB,BB,BUCKINGHAM DIVISION,N/A,N/A,N/A,N/A,N/A,N/A,286000,None (VA Rail Plan),None (VA Rail Plan),None (VA Rail Plan),Shortline,B1, ,AB,,,Main Line,1799.43210288377
7280,51187,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,6766.83894343282
7281,51187,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,1069.61392047907
7282,51187,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,VIRGINIA INLAND PORT,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,1108.7712088845
7283,51187,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,VIRGINIA INLAND PORT,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,TDH,,,Yard,2084.92687141567
7284,51187,No,No,Yes,M,Main Line,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,1017.26304294059
7285,51187,No,No,Yes,M,Main Line,NS,NS,WASHINGTON DISTRICT MANASSAS TO EDINBURG,PIEDMONT DIVISION,MAN,N/A,N/A,N/A,N/A,286000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,4137.42090105811
7286,51013,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,NS,VREX,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,TDH,Route 46 / Route 47 / Route 50 / Route 51,,Main Line,269.560085445431
7287,51510,No,No,No,O,Switch,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Switch,188.288075173809
7288,51510,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,AB,,,Spur,3205.86801465254
7289,51510,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,241.025093233668
7290,51510,Yes,Yes,No,M,Main Line,NS,NS,WASHINGTON DISTRICT ALEXANDRIA TO MONTVIEW,PIEDMONT DIVISION,CTC,AMTK,VREX,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,368.800998516164
7291,51085,No,No,No,Y,Yard,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,1280.24725966753
7292,51085,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,N/A,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,TDH,Route 47 / Route 50 / Route 51,,Main Line,204.181242556768
7293,51085,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,Route 47 / Route 50 / Route 51,,Spur,1084.30784234243
7294,51085,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,Route 47 / Route 50 / Route 51,,Spur,748.429300093558
7295,51085,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B1, ,TDH,,,Main Line,259.023871339585
7296,51033,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,1822.59369645684
7297,51177,No,No,No,Y,Yard,PRTC and NVTC,Virginia Railway Express,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,TDH,Route 47 / Route 50 / Route 51,,Yard,1068.94415717269
7298,51177,No,No,No,O,Switch,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,Route 47 / Route 50 / Route 51,,Switch,255.267856156439
7299,51177,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,N/A,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,TDH,Route 47 / Route 50 / Route 51,,Main Line,5607.92605169498
7300,51177,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,AB,,,Spur,111.657323767009
7301,51177,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,AB,,,Spur,307.862581190525
7302,51177,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,660.462397981327
7303,51177,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,AB,,,Spur,176.828850133913
7304,51177,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,307.75622227214
7305,51177,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,1654.58102011617
7306,51099,No,No,No,I,Major Industrial Lead,CSXT,CSXT,DAHLGREN BRANCH,N/A,MAN,N/A,N/A,N/A,N/A,286000,N/A,N/A,N/A,CSX Transportation,B1, ,AB,,,Major Industrial Spur,255.092055630081
7307,51099,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B1, ,AB,,,Yard,643.257223886049
7308,51085,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,375.628577463204
7309,51085,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,367.914000344497
7310,51085,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,517.237819641407
7311,51085,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Spur,852.70192213931
7312,51085,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Spur,712.563745751786
7313,51085,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Spur,75.5476170373451
7314,51085,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,644.841240041686
7315,51085,No,No,Yes,M,Main Line,BB,BB,N/A,N/A,MAN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,2221.86797806783
7316,51085,No,No,No,M,Main Line,CSXT,CSXT,OFFLINE,N/A,MAN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B1, ,AB,,,Main Line,163.068654399276
7317,51085,No,No,No,M,Main Line,CSXT,CSXT,OFFLINE,N/A,MAN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B1, ,AB,,,Main Line,646.793616661645
7318,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,TDH,Route 47 / Route 50 / Route 51,,Main Line,213.444613922795
7319,51179,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,TDH,Route 47 / Route 50 / Route 51,,Main Line,234.268194048125
7320,51153,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,Route 47 / Route 50 / Route 51,,Spur,1055.51470083669
7321,51153,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,N/A,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,5188.02956251422
7322,51153,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDh,Route 47 / Route 50 / Route 51,,Spur,196.074478011817
7323,51153,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDh,Route 47 / Route 50 / Route 51,,Spur,816.518763056623
7324,51153,Yes,Yes,No,M,Main Line,NS,NS,WASHINGTON DISTRICT ALEXANDRIA TO MONTVIEW,PIEDMONT DIVISION,CTC,AMTK,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,TDH,,,Main Line,13415.3347611205
7325,51153,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,460.4173369832
7326,51153,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,869.741882369644
7327,51153,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,993.328035794518
7328,51153,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,721.272745957703
7329,51153,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,362.99750914834
7330,51153,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,3531.49659802327
7331,51153,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,454.25969923489
7332,51153,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,322.973214459743
7333,51153,No,No,No,M,Main Line,NS,NS,WASHINGTON DISTRICT MANASSAS TO EDINBURG,PIEDMONT DIVISION,MAN,N/A,N/A,N/A,N/A,286000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,TDH,,,Main Line,12008.2312936474
7334,51153,No,No,No,O,Lead,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Lead,1770.07301080616
7335,51153,No,No,No,O,Lead,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Lead,856.126938446867
7336,51153,No,No,No,O,Lead,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Lead,636.397089389474
7337,51059,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,23085.576551236
7338,51510,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,VREX,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,7302.55309332201
7339,51087,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,ACCA,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,Route 47 / Route 50 / Route 51,,Yard,1573.45614290581
7340,51087,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,N/A,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,TDH,,,Main Line,2298.00580475025
7341,51087,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,N/A,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,TDH,Route 47 / Route 50 / Route 51,,Main Line,1345.02414856836
7342,51087,Yes,Yes,No,M,Main Line,CSXT,CSXT,RF and P,N/A,ATC,AMTK,N/A,N/A,N/A,286000,"20 feet, 2 inches","20 feet, 2 inches","20 feet, 2 inches",CSX Transportation,B1, ,TDH,Route 47 / Route 50 / Route 51,,Main Line,585.93333246126
7343,51087,Yes,Yes,No,M,Main Line,CSXT,CSXT,RICHMOND TERMINAL,N/A,ATC,AMTK,N/A,N/A,N/A,286000,"18 feet, 2 inches","18 feet, 2 inches","18 feet, 6 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,10087.0550228674
7344,51087,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RICHMOND TERMINAL,N/A,ATC,AMTK,N/A,N/A,N/A,286000,"18 feet, 2 inches","18 feet, 2 inches","18 feet, 6 inches",CSX Transportation,B1, ,AB,Route 47 / Route 50 / Route 51,,Main Line,18595.8614527225
7345,51087,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,ACCA,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,Route 47 / Route 50 / Route 51,,Yard,8566.14420515122
7346,51087,No,No,No,O,Switch,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Switch,185.33059374731
7347,51087,No,No,No,O,Switch,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Switch,195.263506975958
7348,51760,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,1231.24637260959
7349,51760,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,787.452882819675
7350,51760,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,CLOPTON,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,TDH,,,Yard,2554.16157297689
7351,51760,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,CLOPTON,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,TDH,,,Yard,1993.34929649216
7352,51760,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,CLOPTON,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,TDH,,,Yard,2553.91244316584
7353,51760,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,824.347828799326
7354,51760,Yes,Yes,No,M,Main Line,CSXT,CSXT,RICHMOND TERMINAL,N/A,ATC,AMTK,N/A,N/A,N/A,286000,"18 feet, 2 inches","18 feet, 2 inches","18 feet, 6 inches",CSX Transportation,B1, ,AB,Route 47,,Main Line,6325.16226638896
7355,51760,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,RICHMOND TERMINAL,N/A,ATC,AMTK,N/A,N/A,N/A,286000,"18 feet, 2 inches","18 feet, 2 inches","18 feet, 6 inches",CSX Transportation,B1, ,AB,Route 47,,Main Line,5205.08003843093
7356,51760,Yes,Yes,No,M,Main Line,CSXT,CSXT,RICHMOND TERMINAL,N/A,ATC,AMTK,N/A,N/A,N/A,286000,"18 feet, 2 inches","18 feet, 2 inches","18 feet, 6 inches",CSX Transportation,B1, ,AB,,,Main Line,2346.30307406351
7357,51760,No,No,No,O,Switch,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Switch,164.287375578462
7358,51760,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,BELLWOOD,N/A,CTC,AMTK,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,CSX Transportation,B1, ,AB,Route 47,,Main Line,12305.2639292148
7359,51760,No,No,Yes,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,MAN,CSXT,N/A,N/A,N/A,286000,2tunnel/bridge(SRP),2tunnel/bridge(SRP),2tunnel/bridge(SRP),Shortline,B1, ,AB,,,Main Line,7771.64209992101
7360,51760,No,No,No,M,Main Line,CSXT,CSXT,BELLWOOD,N/A,CTC,N/A,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,CSX Transportation,B1, ,AB,,,Main Line,5153.70424358126
7361,51760,No,No,No,M,Main Line,CSXT,CSXT,BELLWOOD,N/A,CTC,N/A,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,CSX Transportation,B1, ,AB,,,Main Line,373.911433615576
7362,51760,Yes,Yes,Yes,M,Main Line,CSXT,CSXT,PENINSULA,N/A,CTC,AMTK,N/A,N/A,N/A,286000,"19 feet, 2 inch","19 feet, 2 inch","19 feet, 1 inch",CSX Transportation,B1, ,TDH,,,Main Line,160.491757340155
7363,51041,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,924.9774722005
7364,51041,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,TDH,,,Yard,511.687081195196
7365,51760,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,AB,,,Spur,207.824388115218
7366,51760,No,No,No,M,Main Line,CSXT,CSXT,BELLWOOD,N/A,CTC,N/A,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,CSX Transportation,B1, ,TDH,,,Main Line,702.039421236481
