OBJECTID,FIPS,PASSENGER,STRACNET,CARTO,Rail_Type,Rail_Type_Description,RROwner,RR_OPERATOR,Subdivision,Division,SIGSYS,Track Rights 1,Track Rights 2,Track Rights 3,Yard Name,Max Weight (lbs),Clearance (TOFC),Clearance (COFC),Clearance (Autorack),Railroad Type,FCC_VGIN,Notes,EDITOR,State Supported Route,Rail_Active_Status,Former_Rail_Type,Shape__Length
7367,51760,No,No,No,M,Main Line,CSXT,CSXT,BELLWOOD,N/A,CTC,N/A,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,CSX Transportation,B1, ,TDH,,,Main Line,2165.68714784628
7368,51087,No,No,No,O,Spur,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,120.908223834461
7369,51760,No,No,Yes,M,Main Line,NS,NS,RICHMOND DISTRICT BURKEVILLE TO WEST POINT,N/A,MAN,N/A,N/A,N/A,N/A,286000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,413.966073074327
7370,51760,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,767.190346904063
7371,51760,No,No,No,M,Main Line,CSXT,CSXT,BELLWOOD,N/A,CTC,N/A,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,CSX Transportation,B1, ,TDH,,,Main Line,4044.75972769341
7372,51760,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,319.244343964808
7373,51760,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,112.722874906708
7374,51760,No,No,No,M,Main Line,NS,NS,RICHMOND DISTRICT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,TDH,,,Main Line,129.213763432938
7375,51760,No,No,No,M,Main Line,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,TDH,,,Main Line,150.837231939835
7376,51125,No,No,Yes,M,Main Line,CSXT,CSXT,JAMES RIVER,N/A,CTC,N/A,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,CSX Transportation,B1, ,TDH,,,Main Line,5585.16835844282
7377,51125,No,No,No,M,Main Line,CSXT,CSXT,JAMES RIVER,N/A,CTC,N/A,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,CSX Transportation,B1, ,TDH,,,Main Line,811.459624885449
7378,51139,No,No,No,S,Passing Siding,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Passing Siding,642.119219701175
7379,51087,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,982.224482729897
7380,51760,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,251.798562501342
7381,51760,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,326.934172754923
7383,51087,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,FULTON,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,221.37398385254
7384,51087,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,FULTON,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,,,Yard,1100.74795114353
7385,51087,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,FULTON,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,AB,Route 47,,Yard,4754.51213088472
7386,51087,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,AB,,,Spur,4798.02458961875
7387,51075,No,No,No,S,Passing Siding,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B1, ,AB,,,Passing Siding,9192.71211945083
7388,51075,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,TDH,,,Yard,1700.36011975758
7389,51041,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,TDH,,,Yard,306.69738958454
7390,51041,No,No,No,Y,Yard,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B3, ,TDH,,,Yard,556.793380208842
7391,51041,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,1214.59232054828
7392,51683,No,No,Yes,M,Main Line,NS,NS,WASHINGTON DISTRICT MANASSAS TO EDINBURG,PIEDMONT DIVISION,MAN,N/A,N/A,N/A,N/A,286000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,1903.50133557903
7393,51683,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,493.338544465201
7394,51153,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,660.907928408727
7395,51061,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,1106.20963551567
7396,51061,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Yard,1710.78724872334
7397,51061,No,No,Yes,M,Main Line,NS,NS,WASHINGTON DISTRICT MANASSAS TO EDINBURG,PIEDMONT DIVISION,MAN,N/A,N/A,N/A,N/A,286000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,2114.83648602848
7398,51061,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,679.827595685958
7399,51061,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,2223.5453872266
7400,51061,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,958.043889377057
7401,51171,No,No,No,X,Out of Service,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not-Active,B2, ,AB,,No,Spur,2698.39465314194
7402,51171,No,No,No,A,Abandoned,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not-Active,B3, ,TDH,,No,Yard,1961.45061665232
7403,51171,No,No,Yes,A,Abandoned,NS,NS,WASHINGTON DISTRICT MANASSAS TO EDINBURG,PIEDMONT DIVISION,MAN,N/A,N/A,N/A,N/A,286000,N/A,N/A,N/A,Not-Active,B1, ,TDH,,No,Main Line,4302.15916633858
7404,51171,No,No,No,A,Abandoned,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not-Active,B2, ,TDH,,No,Out of Service,27101.79339462
7405,51171,No,No,No,A,Abandoned,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not-Active,B2, ,TDH,,No,Lead,1057.03971579112
7406,51171,No,No,No,A,Abandoned,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not-Active,B1, ,TDH,,No,Passing Siding,1667.57860371883
7407,51069,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,411.069269493953
7408,51069,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,1600.74018179367
7409,51069,No,No,No,O,Spur,CSXT,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B2, ,TDH,,,Spur,1044.1789472283
7410,51840,No,No,No,O,Spur,WW,WW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Spur,497.870388014705
7411,51069,No,No,No,O,Spur,WW,WW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Spur,1108.15868361713
7412,51840,No,No,Yes,M,Main Line,CSXT,CSXT,SHENANDOAH,N/A,ABS,WW,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,CSX Transportation,B1, ,AB,,,Main Line,7174.32830109546
7413,51069,No,No,No,I,Major Industrial Lead,WW,WW,WINCHESTER AND WESTERN RAILROAD,N/A,N/A,N/A,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,Shortline,B1, ,AB,,,Major Industrial Spur,6302.46917592433
7414,51069,No,No,No,O,Spur,WW,WW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Spur,956.077494293337
7415,51840,No,No,No,O,Spur,WW,WW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,AB,,,Spur,1735.46869550465
7416,51840,No,No,No,O,Spur,WW,WW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Spur,422.911231892518
7417,51840,No,No,No,O,Spur,WW,WW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Spur,800.97488085648
7418,51840,No,No,No,I,Major Industrial Lead,WW,WW,WINCHESTER AND WESTERN RAILROAD,N/A,N/A,N/A,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,Shortline,B1, ,AB,,,Major Industrial Spur,5434.92050168974
7419,51069,No,No,No,O,Spur,WW,WW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Spur,819.442273243299
7420,51069,No,No,No,O,Spur,WW,WW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B2, ,TDH,,,Spur,1028.31821929403
7421,51069,No,No,No,S,Passing Siding,WW,WW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,TDH,,,Passing Siding,3121.13135266947
7422,51165,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,4141.3973370601
7423,51165,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,2674.76159199909
7424,51165,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,2011.97134634539
7425,51165,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,1930.76472255635
7426,51165,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,1935.33525621703
7427,51165,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,AB,,,Yard,1108.53751534762
7428,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,968.10540821454
7429,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,519.798964490158
7430,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,99.3327415346813
7431,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,158.982106659732
7432,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,887.176308203595
7433,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,581.220808550418
7434,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,381.975943584628
7435,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,510.229828460754
7436,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,229.176887440384
7437,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,83.3307145950959
7438,51660,No,No,No,Y,Yard,NS,CHW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,99.9358462576421
7439,51165,No,No,Yes,M,Main Line,NS,CHW,HARRISONBURG TO PLEASANT VALLEY,VIRGINIA DIVISION,MAN,N/A,N/A,N/A,N/A,263000,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,2711.43297253933
7440,51165,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,1930.02158152843
7441,51165,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,1354.86182809929
7442,51139,No,Yes,Yes,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,SHENANDOAH YARD,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,710.570828968399
7443,51047,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,842.053889283865
7444,51047,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,405.09964972805
7445,51047,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,927.808477659176
7446,51047,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,TDH,,,Yard,297.14342146989
7447,51047,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,TDH,,,Yard,940.733522190603
7448,51137,Yes,Yes,Yes,M,Main Line,NS,NS,WASHINGTON DISTRICT ALEXANDRIA TO MONTVIEW,PIEDMONT DIVISION,CTC,AMTK,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,Route 46,,Main Line,38643.2031395593
7449,51137,Yes,No,Yes,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,MAN,CSXT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Main Line,1495.54783807571
7450,51003,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,461.629014031157
7451,51540,Yes,Yes,No,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,CTC,AMTK,CSXT,N/A,N/A,286000,2tunnel/bridge(SRP),2tunnel/bridge(SRP),2tunnel/bridge(SRP),Shortline,B1, ,AB,,,Main Line,3524.85969219746
7452,51540,No,No,No,Y,Yard,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,EAST CHARLOTTESVILLE,N/A,N/A,N/A,N/A,Shortline,B3, ,AB,,,Yard,809.241451706862
7453,51540,Yes,No,Yes,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,CTC,AMTK,CSXT,N/A,N/A,286000,2tunnel/bridge(SRP),2tunnel/bridge(SRP),2tunnel/bridge(SRP),Shortline,B1, ,AB,,,Main Line,12424.0302296303
7454,51540,Yes,No,Yes,M,Main Line,BB,BB,RICHMOND & ALLEGHANY DIVISION,N/A,CTC,AMTK,CSXT,N/A,N/A,286000,2tunnel/bridge(SRP),2tunnel/bridge(SRP),2tunnel/bridge(SRP),Shortline,B1, ,AB,,,Main Line,403.32286916675
7455,51003,No,No,No,S,Passing Siding,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,AB,,,Passing Siding,4686.72754917224
7456,51163,No,No,No,Y,Yard,BB,BB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,894.712350900214
7457,51820,No,No,No,O,Switch,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Switch,113.821082305473
7458,51820,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,THD,,,Spur,545.41684916456
7459,51820,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,TDH,,,Yard,446.903482448
7460,51015,No,No,No,Y,Yard,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B3, ,TDH,,,Yard,2499.8599864405
7461,51015,No,No,No,S,Passing Siding,SV,DGVR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shortline,B1, ,TDH,,,Passing Siding,1615.9005030353
7462,51015,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,1491.36991690559
7463,51015,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,617.252217366604
7464,51015,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,471.204836963286
7465,51015,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,385.87079010731
7466,51015,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,897.870742989015
7467,51015,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,699.979446692846
7468,51015,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,579.351999775162
7469,51015,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,1099.26132920015
7470,51163,No,No,No,I,Major Industrial Lead,CSXT,CSXT,GLASGOW IT,N/A,CTC,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B1, ,TDH,,,Major Industrial Spur,2258.52183954759
7471,51163,No,No,No,M,Main Line,CSXT,CSXT,JAMES RIVER,N/A,CTC,NS,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,CSX Transportation,B1, ,AB,,,Main Line,5391.15918029692
7472,51163,No,No,Yes,M,Main Line,CSXT,CSXT,JAMES RIVER,N/A,CTC,NS,N/A,N/A,N/A,286000,Not cleared,Not cleared,Not cleared,CSX Transportation,B1, ,AB,,,Main Line,11135.3836305368
7473,51163,No,No,No,M,Main Line,CSXT,CSXT,GLASGOW IT,N/A,CTC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CSX Transportation,B1, ,TDH,,,Main Line,2700.1935044505
7474,51023,No,Yes,Yes,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,1888.37006519274
7475,51023,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,2413.97464561025
7476,51770,No,Yes,Yes,M,Main Line,NS,NS,ROANOKE DISTRICT JUNIOR AVENUE TO ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,8137.30065272355
7477,51770,No,No,Yes,Tunnel,Tunnel,NS,NS,WINSTON-SALEM DISTRICT BROADWAY TO WINSTON-SALEM,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,TDH,,,Tunnel,501.473919403633
7478,51770,No,No,Yes,M,Main Line,NS,NS,ROANOKE TERMINAL NORTH ROANOKE TO BROADWAY,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,692.242712812116
7479,51770,No,No,No,I,Major Industrial Lead,NS,NS,ROANOKE BELTLINE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Major Industrial Spur,830.209487493794
7480,51770,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,1006.09233599281
7481,51770,Yes,Yes,Yes,M,Main Line,NS,NS,ROANOKE TERMINAL VINTON TO WEST ROANOKE,VIRGINIA DIVISION,CTC,AMTK,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,Route 46,,Main Line,7629.60278916512
7482,51770,Yes,Yes,No,M,Main Line,NS,NS,ROANOKE TERMINAL VINTON TO WEST ROANOKE,VIRGINIA DIVISION,CTC,AMTK,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,Route 46,,Main Line,7637.09892024762
7483,51161,No,Yes,Yes,M,Main Line,NS,NS,ROANOKE TERMINAL DEMUTH TO SALEM CONNECTION,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,1563.2082716767
7484,51770,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,SOUTH ROANOKE,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,7297.46734209562
7485,51770,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B3, ,AB,,,Yard,2436.35862805784
7486,51770,No,No,No,Y,Yard,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Yard,717.847079922696
7487,51775,No,Yes,No,M,Main Line,NS,NS,CHRISTIANSBURG DISTRICT WEST ROANOKE TO BLUEFIELD,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,1059.14193412586
7488,51775,No,Yes,Yes,M,Main Line,NS,NS,ROANOKE TERMINAL VINTON TO WEST ROANOKE,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,2435.67705360919
7489,51770,No,Yes,Yes,M,Main Line,NS,NS,ROANOKE TERMINAL NORTH ROANOKE TO BROADWAY,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,13033.6474428699
7491,51775,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,AB,,,Spur,1136.67707880145
7492,51775,No,No,No,M,Main Line,NS,NS,SALEM CONNECTION,VIRGINIA DIVISION,CTC,N/A,N/A,N/A,N/A,315000,N/A,N/A,N/A,Norfolk Southern Railway,B1, ,AB,,,Main Line,2137.30766388371
7493,51775,No,No,No,O,Spur,NS,NS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norfolk Southern Railway,B2, ,TDH,,,Spur,624.909703724245
