artist,spotify_track_uri,genre
Red Hot Chili Peppers,spotify:track:0uppYCG86ajpV2hSR3dJJ0,alternative rock
Red Hot Org,spotify:track:2sAHKiGOGECxnyTy5ROwbZ,No genres found
Redbone,spotify:track:7GVUmCP00eSsqc4tzj1sDD,native american contemporary
Redman,spotify:track:3eY9pixHny3kVRLeqNezQx,east coast hip hop
Reflection Eternal,spotify:track:6eXpxFGhRMssC5XnaxEhMu,alternative hip hop
Reggie Watts,spotify:track:36lkArfrcCPJSmJXDVgL4W,comic
Rejjie Snow,spotify:track:75yIue8dwthQA0QKd9ktyI,indie soul
Remi Wolf,spotify:track:62QValXcWLH5RSnZRFeKKl,indie pop
Remo Drive,spotify:track:79lzbYqczF4oLoOkxx9mHK,alternative emo
Resavoir,spotify:track:3NTIFheCgQoKWXTRfTuEil,experimental jazz
Restless Spirit,spotify:track:6io9E51uNG3VlopduASNkz,No genres found
Rex Orange County,spotify:track:7ASFZh1D0DPZro7UXUKGmd,bedroom pop
Richard Cheese,spotify:track:6h71zXwHGD5qzfsuZMuUKB,comic
Richie Stephens,spotify:track:5SvrJJzL4Za42PjtArFPtH,dancehall
Richy Mitch & The Coal Miners,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,modern folk rock
Rick James,spotify:track:5hWLHFSmomXmeTXEE478My,disco
Rick Ross,spotify:track:4IgP2sTH5RYOpx9gbHQyMT,dirty south rap
Riley Whittaker,spotify:track:0PbKuaLSKdSy7AsGpOi0er,No genres found
Rise Against,spotify:track:3asFGFY3uLjMDmML1p0tYm,alternative metal
Ritchie Valens,spotify:track:7caj6X6NMX3tlhWnu1du6V,rock-and-roll
Riton,spotify:track:2VuzBUB5V9AlpniCUhaszP,house
River Whyless,spotify:track:6hUTzxvNiJ1c0lYqgoOTBW,asheville indie
Roar,spotify:track:37l31PrCNsg8baUjarNAi9,pov: indie
Rob $tone,spotify:track:5uDASfU19gDxSjW8cnCaBp,san diego rap
Rob Scallon,spotify:track:53KH5aEFGi0PMlwAvpCT5t,instrumental bluegrass
Rob Zombie,spotify:track:10V8XpuyMoEcSMfM79WDET,alternative metal
Robbie Dupree,spotify:track:7v5rsCN3LhX9XaIlWyTdx3,yacht rock
Robert Palmer,spotify:track:5HWQcpb5SL8IxSZjy8LVpY,album rock
Roberto Menescal E Seu Conjunto,spotify:track:177zQlCITOw8ZQTrT8MC3Q,bossa nova
Robin Trower,spotify:track:6dwzHynV2xwpzq8GiFL4hV,blues rock
Robohands,spotify:track:562WsbcGbzCzvIoMWusiQ0,indie jazz
Roc Marciano,spotify:track:5e6EI6FnKVBvM3i8mZsLRU,alternative hip hop
Rod Stewart,spotify:track:4sWZwY8RQfK6Fc2pYC7tN1,mellow gold
Roddy Ricch,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,melodic rap
Rodríguez,spotify:track:4Dgus4Z1Dtbkv3BOnuwFf5,folk
Romare,spotify:track:4CjEkkRMMKY2ROy21bFNrc,electronica
Ronald Langestraat,spotify:track:3hBu4qFRp0boGaDrQQEe3U,soul jazz
Ronnie Laws,spotify:track:1ZQshyFcprLYBBjPixICfi,jazz funk
Rory Gallagher,spotify:track:4MqFHxNM8uM7UEW4t56nzU,blues rock
Roy Ayers Ubiquity,spotify:track:5le4sn0iMcnKU56bdmNzso,jazz funk
Roy Buchanan,spotify:track:1G0cXtgn0Oy8g5JuHism7g,acoustic blues
Roy Hargrove,spotify:track:1czzmAtPTw287TyMQEfCfg,bebop
Roy Head And The Traits,spotify:track:2dq2J24oIF67Uvttut4dv7,No genres found
"Royce Da 5'9""",spotify:track:6k39WGLrbuNYpdcNDjWTJt,detroit hip hop
Royel Otis,spotify:track:2B664ulJSVBd6B8SAY3Wux,australian indie rock
Ruby Haunt,spotify:track:3boC2M1D82RuRJhUOkSHtg,chill dream pop
Rufi-O,spotify:track:0qQPSnwxQeFIwOYP3oba7Q,sad lo-fi
Rufus,spotify:track:10NON1fkWC4yJSclOcwoC8,classic soul
Run The Jewels,spotify:track:7satW8tFLasyZbftvrWFBP,alternative hip hop
Rush,spotify:track:3QZ7uX97s82HFYSmQUAN1D,album rock
Rusted Root,spotify:track:6XK6Zw6JkFsHXzAcMWNiIr,jam band
Ryo Fukui,spotify:track:3ven4ZKSspshBwiLMMibEa,classic japanese jazz
RÜFÜS DU SOL,spotify:track:2ouFrmMwYik8nQX2n9SeZu,australian electropop
SAWARO,spotify:track:2hQW7nsRdeywBnaCIvrcYT,No genres found
SEATBELTS,spotify:track:2Wi5ubKr8zSk8L3CLemyS4,No genres found
STARSET,spotify:track:36ECEkodXYhLPyBHjZCEHh,future rock
STIM,spotify:track:6ZAtnd6wuHRynVuGXRh2IV,No genres found
STRFKR,spotify:track:4j4pPKE3xAblPIbhxScC1j,indie rock
SUN ORGAN,spotify:track:2EifwuwYvdOsVPpja86u7j,lo-fi indie
SZA,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,pop
Sabaton,spotify:track:4fmr8c3rh0dUKjw14UGfaH,power metal
Sabrina Carpenter,spotify:track:5N3hjp1WNayUPZrA8kJmJP,pop
SadBoyProlific,spotify:track:22is613WTMG267eVdACLDK,sad lo-fi
Sade,spotify:track:65krtHkaYLPr0mEbjL61UP,british soul
Sainté,spotify:track:7dbyaRWWFvB9UG2vcwTd3J,chill drill
Sakoya,spotify:track:1qK62vF8tjUtUYM8A8zqhy,No genres found
Sam & Dave,spotify:track:6PgVDY8GTkxF3GmhVGPzoB,classic soul
Sam Cooke,spotify:track:7uIaBPSTlBaAQr1asfZ3B4,classic soul
Sam Gellaitry,spotify:track:2vTmp13DDKIRWTHPRYNfEh,future bass
Sam Wills,spotify:track:2btrmmbjtaiRTwS99gs9qW,uk contemporary r&b
Sammy Johns,spotify:track:31S6oGx81hVIjWz6cu5oNw,No genres found
Sammy Virji,spotify:track:5CaUUACiQFEf4zR5WoeIrp,bass house
Samsa,spotify:track:3CGAqoFwTRCC9Y8NLZCbPH,lo-fi rap
Santana,spotify:track:3XKIUb7HzIF1Vu9usunMzc,blues rock
Santo & Johnny,spotify:track:0yK8sWD6cfrc7pGfaPIcZH,space age pop
Saosin,spotify:track:0C71NJD4BhvPopTwI7a8KV,neon pop punk
Sarah Vaughan,spotify:track:1f0Wfl3eLCLKv72SdkpviC,jazz
Savage Garden,spotify:track:13SKWUEst7c0WohbwPAJJT,boy band
Saves The Day,spotify:track:3UBDdFbJw8h0zLMaXGftE6,emo
ScHoolboy Q,spotify:track:0zO8ctW0UiuOefR87OeJOZ,gangster rap
Scarlet House,spotify:track:3or0KxkxTuUBMyH46BnxyH,zoomergaze
Sea of Lettuce,spotify:track:4Danmkh0QkuddnJYELH4v0,calgary indie
Seals and Crofts,spotify:track:01UYpHuzHi4eB9PAbDoPY2,classic rock
Sean Paul,spotify:track:6bK9BH9Ts8Gj5JFvnQkzak,dance pop
Sebadoh,spotify:track:2IyT0FGxLsAlAYau6Sj0jB,alternative rock
Seether,spotify:track:4eAwB5pnKFTmsgc3zWoYO0,alternative metal
Senses Fail,spotify:track:3PHhctErNOXWqevrZDUyNy,emo
Sepultura,spotify:track:6CwJ320RWVmnWvSvqztwFJ,alternative metal
Sex Bob-Omb,spotify:track:4YbslGpDoOgJgH8wqSdfaP,comedy rock
Sex Pistols,spotify:track:6ui6l3ZNvlrGQZArwo8195,alternative rock
Sex Week,spotify:track:2GMa39HCjyvuiYYFfipifp,nyc indie rock
Sexyy Red,spotify:track:5ajntPJGa5UNKqJEbsAa93,trap queen
Shabaka,spotify:track:3IiaROiVHOVkwfX1DCHM31,british jazz
Shaboozey,spotify:track:1WhCAd5sv7rIO78kVgFxIt,modern country pop
Shadows Fall,spotify:track:2fnbCZHLXyrSdWhaRlBwQP,alternative metal
Shai Maestro,spotify:track:0YCzCTj47uGmUC72vWkVcy,contemporary jazz
Sharks Keep Moving,spotify:track:2ODAsejRZJ3lACehW3J39b,math pop
Sharon Jones & The Dap-Kings,spotify:track:2ffGZTdlRN0lNxA4LOYyTs,black americana
She Wants Revenge,spotify:track:1XYHqSfJK9ud9nuRjQcbXi,dark wave
Sheetrock,spotify:track:1GIIob6GsAfg5STl0eC4cj,No genres found
Sheryl Crow,spotify:track:3ZpQiJ78LKINrW9SQTgbXd,lilith
Shocking Blue,spotify:track:6EXOSA4BWBM1AUsXxKwYDT,nederpop
Show Me the Body,spotify:track:0H4fQFdmbkARxfqEUVAXPY,noise punk
Shuggie Otis,spotify:track:4W8IEREeLldaSQyGXcZQ2I,afrobeat
Shuulak,spotify:track:6TI5pYwBrAqdJDglqF6BLf,No genres found
Shy High,spotify:track:2lxl55hHNfA6L9uKqeCIlS,chill abstract hip hop
Sibylle Baier,spotify:track:1egV8XOx6FhNTqLi6EKHIV,new weird america
Sideshow,spotify:track:6hDrrlNumKKUALieF2ah02,chill abstract hip hop
Sidney Bechet,spotify:track:4PN5gbJNYWx9yQ6hJepPbG,dixieland
Silver,spotify:track:3qrEG6rQ9Qm72MNWeUKKiU,No genres found
Silversun Pickups,spotify:track:7eZyj92v6bZsoQ85MxWZsO,alternative rock
Simon & Garfunkel,spotify:track:0djZ2ndRfAL69WYNra5jRC,classic rock
Simple Minds,spotify:track:6yEAAIEHu4GcUFptg5W9kI,album rock
Siouxsie and the Banshees,spotify:track:34tFidHrETMAjsiK87WVVW,alternative rock
Sir Chloe,spotify:track:7M6KOBCfPzWqbkiaXnm7bd,indie pop
Sista Prod,spotify:track:1aj1VFeUN4LNMHhpdO0Sa8,sad lo-fi
Skee-Lo,spotify:track:3LklW07tvdx2AHsgfi1Mng,west coast rap
Skillet,spotify:track:2UREu1Y8CO4jXkbvqAtP7g,alternative metal
Skinny Hightower,spotify:track:0aQoZUFmZmOb29LMqsRoz5,deep smooth jazz
Skinshape,spotify:track:1RI9Qpt8QbYtwfCW8npcO1,psychedelic soul
Skullcrusher,spotify:track:3DlDocuWwiY9SWHZRLs6UB,countrygaze
"Slaughter Beach, Dog",spotify:track:5h8twYp6D3Tus5XzNTjcvX,alternative emo
Slayer,spotify:track:06WUUNf7q18NZfjIsQFsfa,alternative metal
Sleep,spotify:track:6qLgGLeawKyhMFJ848XtYD,doom metal
Sleepy Hallow,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,brooklyn drill
Slick Rick,spotify:track:4TGHOWSNAwUXn5onDQr0P1,bronx hip hop
Slint,spotify:track:3oNP9Gh1NY4sjqaVUaNjTQ,alternative rock
Slipknot,spotify:track:3Lkm8fyUksuC8hr9I35nio,alternative metal
Slow Pulp,spotify:track:3GaamyFHQYbQi1ykc4nV4o,bubblegrunge
Slowdive,spotify:track:0oxYB9GoOIDrdzniNdKC44,alternative rock
Slum Village,spotify:track:7sZCAHP2duHwr5M5K7lHsb,alternative hip hop
Sly & The Family Stone,spotify:track:4f3u4Oy0JqJRIhMmTqRcxj,classic soul
Smart Went Crazy,spotify:track:25Fmak4ibV5V7SHR7oL1qJ,math rock
Smash Mouth,spotify:track:4TQeNHx85xcP9YRkvJC6K1,pop rock
Smile Empty Soul,spotify:track:3EmNjy3zFszmAOCikiKxCd,alternative metal
Smino,spotify:track:078lbDGGTqBuTKU3bypXxQ,alternative r&b
Smokey Robinson,spotify:track:2gliw3L0oa4w8LqaHploje,classic soul
Smokey Robinson & The Miracles,spotify:track:3nsJGZ5RV2ZHkbKvD771gU,classic soul
Snail Mail,spotify:track:7B0uWqVjMySfDKhtZghBkO,art pop
Snarky Puppy,spotify:track:68d6ZfyMUYURol2y15Ta2Y,contemporary jazz
Sneaker Pimps,spotify:track:7KvSuH86lIT2aTl9PBCAfd,electronica
Sneaks,spotify:track:3kuiGKq4NDsVOH8MVq3m75,dc indie
Sniff 'n' The Tears,spotify:track:0NJ2bXPlMzP7MIz2Bmr7g3,classic uk pop
Snoop Dogg,spotify:track:39QBkWKnap8wRSW4WB9OK0,g funk
Snot,spotify:track:3qCQNtggJw1gxoptMgDhyR,alternative metal
So Far So Bad,spotify:track:7xLr4bML14X1kJ0s0kNUz1,No genres found
Sofia Mills,spotify:track:4jsVLYWHeoEt8UxxFWrWCH,No genres found
Soft Cell,spotify:track:0cGG2EouYCEEC3xfa0tDFV,new romantic
Soft Machine,spotify:track:1jnxRJSuS9QIfjRuzKOvIC,canterbury scene
Soften the Glare,spotify:track:6ONiK2YckxFkxzm99IRDYM,electric bass
Something Corporate,spotify:track:07oVZP9Er2Fz8S59ePWLyK,neon pop punk
Songer,spotify:track:3KTRve0Kx6ytMtlEWkWcgt,chill drill
Sonic Youth,spotify:track:0lDoG5fQ9cmpvpenwR7Jln,alternative rock
Sonny Rollins,spotify:track:5uWhxYdyFdYquTE5HMqEMh,bebop
Sonnyjim,spotify:track:3h7aoPHmsUadRWUK0wsic4,uk alternative hip hop
Sophie Ellis-Bextor,spotify:track:4tKGFmENO69tZR9ahgZu48,dance pop
Sorority Noise,spotify:track:1MFpsJ6Kcu7CeUloIyXadG,alternative emo
Souls Of Mischief,spotify:track:0PV1TFUMTBrDETzW6KQulB,alternative hip hop
Soundgarden,spotify:track:2EoOZnxNgtmZaD8uUmz2nD,alternative metal
Spinabenz,spotify:track:2fujhLR4zhDRPbYDhI0xRr,florida drill
Spinal Tap,spotify:track:1oIRVLLjoRhmxX0PtfSrXz,comic
Spiritbox,spotify:track:2exVVVKvdymCwOFdvmA2bq,canadian metalcore
Split Chain,spotify:track:6GBEqPpPsxf1NOtA4TGno4,grungegaze
Spooky Mansion,spotify:track:6fN2KAp5wJvZVpOrSXsnQr,bay area indie
Sports,spotify:track:2qpacEyFxmbxCpIEqZkqvC,tulsa indie
Squirrel Bait,spotify:track:4zJA972ZtlXNvVMU4QMqh2,louisville underground
St. Vincent,spotify:track:5IXTT9RvcVupmzLTFqIInj,art pop
Stage Kids,spotify:track:6ODFWB2ZzKvfy91EUf5ERW,instrumental math rock
Stan Getz,spotify:track:3QxAadrRx8aSEVd6Qzr8KF,bebop
Starski,spotify:track:6RR8Oodn3h9sIuGLmKqptu,No genres found
Statik Selektah,spotify:track:72yDZnVtbbtfWLYWvonF9f,alternative hip hop
Stealers Wheel,spotify:track:3Vby4nGmtbDo7HDJamOWkT,folk rock
Steely Dan,spotify:track:7y5nJToPWMjtJLcLEGxyGf,album rock
Stephen,spotify:track:5HjBpej4uHPAX8sMeUFJms,la pop
Steve Conte,spotify:track:2yqi7I6TrxSed1eJEoE1Ds,No genres found
Steve Lacy,spotify:track:3YBfHJTZPHn5DqgMnD6g5g,afrofuturism
Steve Miller Band,spotify:track:1orVKbp6vqtfAPOmvRofVq,album rock
Stevie Nicks,spotify:track:7L3b6iaVhDVjfo52Hbvh9Z,heartland rock
Stevie Wonder,spotify:track:5ZoDwIP1ntHwciLjydJ8X2,motown
Still Woozy,spotify:track:4vHNeBWDQpVCmGbaccrRzi,bedroom pop
Stone Sour,spotify:track:14EORgkbXqIx5K4Haucmnb,alternative metal
Stone Temple Pilots,spotify:track:6qLEOZvf5gI7kWE63JE7p3,alternative metal
Strawberry Alarm Clock,spotify:track:35VcWn3lZ4ne9mhN8uMrFm,classic garage rock
Strawberry Girls,spotify:track:3tJE8lFTLZIJb5fOJ2Ku7Y,math rock
Strawberry Guy,spotify:track:0TZejo18HlJ86OrWNsXKnw,bedroom pop
Strick,spotify:track:1KmmViIziBGJQa728cXkzh,atl trap
Stuck in the Sound,spotify:track:1XsN9Flu0VvZpXmrkBtZGt,french rock
Sturgill Simpson,spotify:track:72FTwwTOazhuJ1titOxq65,alternative americana
Sub Focus,spotify:track:7DCdoJx9mCpdxcyk5CtbBM,dancefloor dnb
Sublime,spotify:track:3B4q6KbHbGV51HO3GznBFF,rap rock
Sufjan Stevens,spotify:track:1yupbrI7ROhigIHpQBevPh,art pop
Sugar Ray,spotify:track:3uPfVXcjnpOjyzI3jb3js4,alternative metal
Sugarcult,spotify:track:0ChpoNjXfJPjMvCIN6so6J,neon pop punk
Suicidal Tendencies,spotify:track:3I9K8tSZRsAw7bRYfbhJEA,alternative metal
Sum 41,spotify:track:4KacUpvbA3Mfo05gttTjhN,alternative metal
Sumbuck,spotify:track:5FHqmS1Cw9AoPl797CXDRn,ohio indie
Summer Walker,spotify:track:2f86Ae3R4OKAu1lEIqouih,r&b
Sun Ra,spotify:track:0EjtZmOLT6WLShJRHCFWVU,afrofuturism
Sunbeam Sound Machine,spotify:track:2DgaPZppYXSYGCaBceXfTw,hypnagogic pop
Sunday (1994),spotify:track:2xu5nRMqxuXSdHPFUglucc,No genres found
Sunny Day Real Estate,spotify:track:7MtlureL5VXmDnyoUeBxsd,emo
Supergrass,spotify:track:05ajrG3EAcIe3j7NuqRV9B,alternative rock
Superheaven,spotify:track:3tYxhPqkioZEV5el3DJxLQ,dreamo
Supertramp,spotify:track:67oyFnjJnn78fZP9KjeZx0,album rock
Surf Curse,spotify:track:2Lumsra3kuU61wXkEKzKaK,dreamo
Surfaces,spotify:track:1qYKWcEOrh2tM8PlgIm8K1,bedroom soul
Surprise Chef,spotify:track:6HamqpndailP6wZUFRABhL,No genres found
Sweet Pill,spotify:track:4ImZ8dmqmUncas43Lb3bJg,bubblegrunge
Sweet Trip,spotify:track:7Jq4cV3F5puQfUAxL4sHL8,dream pop
Swollen Members,spotify:track:0XUUP8L9bDQv4KU1kG2Va3,canadian old school hip hop
Sylo,spotify:track:3Kq2U1xsE3YOOfjqH8j4l7,canadian contemporary r&b
System Of A Down,spotify:track:2DlHlPMa4M17kufBvI2lEN,alternative metal
T-Foxse,spotify:track:4O8Oe1mW23VUbMdrujaNps,No genres found
THE KOXX,spotify:track:0NIZWVJdeGizq0SkwTLwfT,korean indie rock
TOKiMONSTA,spotify:track:3r3XSRtRcpoQ87vcpYbP5h,chillwave
TOOL,spotify:track:0RVFjx2HwbHcl5SCSADpFP,alternative metal
TOTO,spotify:track:5jQcJ2st6yHWhUBjoDoZPH,album rock
TTNG,spotify:track:6oDEdBvYKhSHXxSNdYWm8J,british math rock
TV Girl,spotify:track:21LkHnuxPxVrOZ5gCaG7aM,pov: indie
TV On The Radio,spotify:track:5FMhejeHdxTibd9T0pfurT,alternative dance
Taking Back Sunday,spotify:track:6fTgbkBiMITtHUmik95ClX,emo
Talib Kweli,spotify:track:5fAacciZPmLLFrr8RZ5fvn,conscious hip hop
Talk Talk,spotify:track:4jhsuQCUCJKA5f0bXb6XdJ,melancholia
Talking Heads,spotify:track:6aBUnkXuCEQQHAlTokv9or,alternative rock
Tally Hall,spotify:track:0RjG5JmdOWXAR68dGlKBA5,ann arbor indie
Tame Impala,spotify:track:1cCbsojaA6GIT7Y3zuMJ1q,australian psych
Tanner Adell,spotify:track:5DWplsLK5juocMo4PBX826,modern country pop
Tate McRae,spotify:track:24XihnoVPWXlKJ4BgXqjVM,pop
Taylor Swift,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,pop
Team Sleep,spotify:track:7xDAU9IAMyWjl7ia3hRxs7,alternative metal
Tears For Fears,spotify:track:0aF9m87P8Tja3NUMv4DfHt,new romantic
Tech N9ne,spotify:track:06pw3QgXSe8AHHh9oQ6WFn,detroit hip hop
Teddy Pendergrass,spotify:track:3IVaPHncIZWWNjfg29HVLq,classic soul
Teddy Swims,spotify:track:17phhZDn6oGtzMe56NuWvj,No genres found
Tee Grizzley,spotify:track:19Bk7ulfjk4Vg4PMS38UGc,detroit hip hop
TeeFLii,spotify:track:6NuHtkjf48TA3qwjXlRauw,pop r&b
Teedra Moses,spotify:track:0NdKnpfDtqT4ejsW4H58x4,neo soul
Tempest,spotify:track:30nWLfydBWgDbkV7sG3mPY,indie r&b
Tems,spotify:track:47hsUYxvbTlBAN3sP9dEOd,afro r&b
Ten Years After,spotify:track:43OyzaGBhNEcvxhQfuI4E6,blues rock
Teresa Teng,spotify:track:72hr0T5oNbJrppa4by1k4H,c-pop
Terror Reid,spotify:track:7EpACeh5ooHUb0AnQ3f3Xl,dark trap
Testament,spotify:track:6J4VOoKhRZFNeWkVH0WTzH,alternative metal
Thandiswa,spotify:track:5IMyRcJrykW4EQKUEwOIrC,afro soul
That Mexican OT,spotify:track:6XEt23sq6sRgER8sSZbCR5,texas latin rap
The Alan Parsons Project,spotify:track:4sCCZW0ezEPAexAidFsoVm,album rock
The Alchemist,spotify:track:6quMGNh47CpSR5kmZSYSTK,alternative hip hop
The All-American Rejects,spotify:track:6ihL9TjfRjadfEePzXXyVF,alternative metal
The American Analog Set,spotify:track:2XItbN0HfeLpDamJzeQLqQ,indie electronica
The Animals,spotify:track:7vYA9ET5AUqJt5pBbhKmcB,album rock
The Avalanches,spotify:track:3f3HHRPF5vAo90GwdpDMaQ,alternative dance
The B-52's,spotify:track:2Q5wSOwq6BDSu7sSVMNrtT,album rock
The Backseat Lovers,spotify:track:1170VohRSx6GwE6QDCHPPH,pov: indie
The Beach Boys,spotify:track:5t9KYe0Fhd5cW6UYT4qP8f,baroque pop
The Beatles,spotify:track:3KfbEIOC7YIv90FIfNSZpo,british invasion
The Beatnuts,spotify:track:3c9dRPb6IlTe3oX95h9vYR,east coast hip hop
The Beta Band,spotify:track:14v8jznoR89bjfgmVWvCrh,britpop
The Black Keys,spotify:track:5lN1EH25gdiqT1SFALMAq1,alternative rock
The Box Tops,spotify:track:6RJK553YhstRzyKA4mug09,bubblegum pop
The Breeders,spotify:track:1KdwPeY1WRWQGHCmRJTveb,alternative rock
The Brian Jonestown Massacre,spotify:track:70WSr32oW4jC1na5I0j0D6,alternative rock
The Brothers Comatose,spotify:track:5xLuzKaav1mpUIjRONJu5R,bay area indie
The Brothers Johnson,spotify:track:00kvKlIvfzQLSi6T2zwXuS,classic soul
The Budos Band,spotify:track:7wwLfGqZ5VaTfNGRihJiqu,afrobeat
The Cardigans,spotify:track:7aQjPecQdIuNd1sz3KCDhD,lilith
The Cars,spotify:track:4alHo6RGd0D3OUbTPExTHN,album rock
The Cavves,spotify:track:54TuSgsLDdVEflAI8m3sCD,kansas indie
The Chats,spotify:track:5nw2rQXAjfpZNaMzAJ8qTX,australian garage punk
The Church,spotify:track:1RCtHLyq1xIbgGMrYRrKJ2,australian rock
The Clash,spotify:track:2ax1vei61BzRGsEn6ckEdL,alternative rock
The Claypool Lennon Delirium,spotify:track:7oqI47cPSkXG8eUtvniQSa,beatlesque
The Colour Blind Monks,spotify:track:5MNd1NVc44xJN5ANea2BPt,No genres found
The Cranberries,spotify:track:7EZC6E7UjZe63f1jRmkWxt,irish rock
The Cure,spotify:track:07CyrZF9eVd02zzIse7tZA,new wave
The Damned,spotify:track:52VZ7l2S9mWX0hBjMZ0ZDd,new wave
The Damned Things,spotify:track:5dvWqlG2AY5YMp1JbmyTng,modern hard rock
The Dave Brubeck Quartet,spotify:track:1YQWosTIljIvxAgHWTp7KP,bebop
The Districts,spotify:track:2wb2FptR9dbAw9TIQpMfZ1,lancaster pa indie
The Doobie Brothers,spotify:track:4KBodqMds6gkmRH0vnDjKZ,album rock
The Doors,spotify:track:2hdeaGl9nT3UoQIgSqctHj,acid rock
The Dramatics,spotify:track:5lYpHO6ZO4Shys3GD8rav6,classic soul
The Drums,spotify:track:3VIJBrMpvimHEw5wtPh2wB,brooklyn indie
The Electric Prunes,spotify:track:5YgCmkSdGukXqK3fJlX4pQ,acid rock
The Fearless Flyers,spotify:track:3BNHpCcu9BaL43SjLIi8o9,instrumental funk
The First Edition,spotify:track:4Wrc3Jz4POj0ibPj5iuq0r,No genres found
The Flaming Lips,spotify:track:2DFRFqWNahKtFD112H2iEZ,alternative rock
The Flamingos,spotify:track:3YdKJzcoMZMacISlpY4QoP,doo-wop
The Flying Stars Of Brooklyn NY,spotify:track:0vOHWx4itwA0pQeWromAAx,No genres found
The Folk Implosion,spotify:track:74ogX0YtmNA3Rln65OFQFR,gbvfi
The Fratellis,spotify:track:3ItzRpwvKtkDSNdRSjXu7Z,garage rock
The Fray,spotify:track:4IoYz8XqqdowINzfRrFnhi,neo mellow
The Friends Of Distinction,spotify:track:0OF5isA3K94V5f6QDCmMJG,classic soul
The Frightnrs,spotify:track:6dvQPRW4Gh1IHwLwXOsBBC,No genres found
The Frights,spotify:track:4upw9RT8Cs96EQhCuoNryV,indie garage rock
The Frogs,spotify:track:47J8WoVOItgEmeQx4X7AaM,outsider
The Front Bottoms,spotify:track:4LKp7Whi6HvHCsBlftJr9m,asbury park indie
The Game,spotify:track:2wGSgTmgSF3xjRrHkTc25R,detroit hip hop
The Girl Next Door,spotify:track:2og8ZdrZ2X9CLGe2hoqufv,weirdcore
The Goo Goo Dolls,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,neo mellow
The Guess Who,spotify:track:29HbvYjzl95cYA4wGIhFCd,album rock
The Handsome Family,spotify:track:3LDkLpuxQlEuEiZmkxpr8S,albuquerque indie
The Happy Fits,spotify:track:47rOmlKHPYyMDM3h6L74Sn,modern folk rock
The Herbaliser,spotify:track:3t2qNn63zKaCT1pYyMPIoR,downtempo
The Hives,spotify:track:6xxXrNJnnsQNLdgNk8S4y8,alternative rock
The Hollies,spotify:track:5UwbnHhjnbinJH8TefuQfN,album rock
The Holydrug Couple,spotify:track:0BaFtki3CupqritofvTRSj,neo-psychedelic
The Hotelier,spotify:track:58R1SG4RgVE5eHApvNvFae,alternative emo
The Human Beinz,spotify:track:4QkvD53COA5qLA7rQ1Pa7D,classic garage rock
The Internet,spotify:track:300DUx4tdtCdGEUXR032jA,alternative r&b
The Ipanemas,spotify:track:0MtiasQtiItmwXJqRRMqAE,bossa nova
The Isley Brothers,spotify:track:46pW0poQYEb2bVaqozGO59,classic soul
The James Hunter Six,spotify:track:60GhwolkzE34HEvbf46RzX,british blues
The Jesus and Mary Chain,spotify:track:1CapNlKgeOWlBEE54CRamd,alternative rock
The Kid LAROI,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,australian hip hop
The Kilans,spotify:track:1f6xPiazNywm5rC1krjr5O,No genres found
The Killers,spotify:track:003vvx7Niy0yvhvHt4a68B,alternative rock
The Kills,spotify:track:0A0RBBTrgfq9eClnw6ZXT7,alternative dance
The King Khan & BBQ Show,spotify:track:5rwQGBi5mdmU7dqNM7x9Oo,garage pop
The Kinks,spotify:track:3hcU1qoBp7OEx1ZchiezDJ,album rock
The Kooks,spotify:track:5E9omLyIEWTwt6CTOmXn39,brighton indie
The Mamas & The Papas,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,classic rock
The Mars Volta,spotify:track:16Elz7HJPLZPMylp13ewxv,el paso indie
The Marshall Tucker Band,spotify:track:3k3eu6dnokyqCk2UD6GID3,album rock
The Marías,spotify:track:5WVWQQpBJqljbZtxo19CxS,bedroom pop
The Meters,spotify:track:0WSlOSMLJWoWUpWci9nnRb,funk
The Microphones,spotify:track:1bAZV1EBTRi9t1cVg75i8t,indie rock
The Miracles,spotify:track:7wLRmjiDYI6flIVzboUqSV,classic soul
The Moody Blues,spotify:track:6L5BZEcZmD6RBJnimzlyKr,album rock
The Mothers Of Invention,spotify:track:0iYhuqssVOv8NDfphMEv0E,art rock
The National,spotify:track:7hanhZrUArC9qUerln4jh1,chamber pop
The Neighbourhood,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,modern alternative rock
The Notorious B.I.G.,spotify:track:00t7QTffOR3SA3L1BvSQVq,east coast hip hop
The Nude Party,spotify:track:4Ig9HspUaKy2cz6YA8pb6O,neo-psychedelic
The Offspring,spotify:track:1FkoVC85Ds3mFoK0fVqEqP,alternative metal
The Olivia Tremor Control,spotify:track:4WhA8ZPDFVWfQVXVjDGsz0,chamber pop
The Pharcyde,spotify:track:4G3dZN9o3o2X4VKwt4CLts,alternative hip hop
The Police,spotify:track:5veJDT0MLsLbhYsx42GXUD,album rock
The Ponderosa Twins Plus One,spotify:track:0AqE2nClzllWavHbkC2AeZ,No genres found
